Signature,Raag,Thaat,Prahar,Aaroha,Avroha,Vadi,Samvadi,Pakad,Jati,AS,AR,AG,AM,AP,AD,AN,VS,VR,VG,VM,VP,VD,VN,coeff,P,V,S,coeff2,BS,BR,BG,BM,BP,BD,BN
437,Rahi,Khamaaj,6 (9pm - 12am),S - 'n - S - R - m - P - D - S',S' - N - D - P - m - G - R - S,S,P,"S - R - m, m - G - R, S - 'n, S - R - S",Audav - Sampoorna,H,H,A,H,H,H,K,H,H,H,H,H,H,H,3.2308,6,1,2,1.5,H,H,H,H,H,H,B
504,"Kamod, Nat",Khamaaj,6 (9pm - 12am),"S - R - R - G - G - m - P, m - R - P - PDPP - S'",S' - D - n - P - m - G - m - P - G - m - R - G - m - R - S,S,P,S - m - R - P - R - G - G - m - P,Mishra/Sankeerna,H,H,H,H,H,H,A,H,H,H,H,H,H,K,3,6,1,2,1.5,H,H,H,H,H,H,K
348,"Ranjani, Saraswat",Kafi,6 (9pm - 12am),"N - S, g - M - P - N - S'","S' - n, D - P, M - g, R - S'",P,R,,Audav - Sampoorna,H,A,K,T,H,A,H,H,H,K,T,H,H,K,4,6,2,5,3.5,H,H,K,T,H,H,B
570,Tilak Shyam,Kalyan,6 (9pm - 12am),N - S - R - M - P - N - S',S' - P - D - (P)m - G - R - S,P,R,P'NSRG SRMP NS'/P DmGR MP,Mishra/Sankeerna,H,H,A,T,H,A,H,H,H,H,H,H,H,A,3.4545,6,2,5,3.5,H,H,H,B,H,H,H
580,Bihari,Khamaaj,6 (9pm - 12am),S - R - m - P - N - S',S' - P - N - D - P - (n)D - m - P - G - R - S,P,R,SRP-mGR mPN-DPm - PNS',Audav - Sampoorna,H,H,A,H,H,A,H,H,H,H,H,H,H,B,3.3846,6,2,5,3.5,H,H,H,H,H,H,B
224,"Bahar, Kanada",Asavari,6 (9pm - 12am),"S - m, m - P - (m)g - m, n - d - N - S'",R' - N - S' - (S)D - n - P - m - P - g - m - R - S,m,S,"N - S - R' - N - S' - (n)d - (n)d - n - P, m - P, n - P - m - g - m",Shadav - Sampoorna,H,A,K,H,H,K,B,H,H,K,H,H,H,B,3.4667,6,2,1,1.5,H,H,K,H,H,B,B
37,Bhinna Shadja,Bilawal,6 (9pm - 12am),S - G - m - D - N - S',S' - N - D - m - G - S,m,S,S - G - m - D - m - G - S - G - m - G - 'D - 'N - S - m,Audav - Audav,H,A,H,H,A,H,H,H,A,H,H,A,H,H,3.2,6,2,1,1.5,H,A,H,H,A,H,H
51,Chakradhar,Bilawal,6 (9pm - 12am),"S - R - G - m, D - m, D - N - S'","S' - N - D - m, P - G, m - G - R - S",m,S,"R - G - m - P, m - G - R - S, G - m - D - m, D - N - S'",Shadav - Shadav,H,H,H,H,A,H,H,H,H,H,H,H,H,H,3.3846,6,2,1,1.5,H,H,H,H,H,H,H
65,Durga,Bilawal,6 (9pm - 12am),S - R - m - P - D - S',"S' - D, PD - mR - 'D - S",m,S,mPDP D - mRP - mR 'DS,Audav - Audav,H,H,A,H,H,H,A,H,H,A,H,H,H,A,2.8,6,2,1,1.5,H,H,A,H,H,H,A
75,Hemant,Bilawal,6 (9pm - 12am),S - G - m - D - N - S',S' - N - D - P - m - G - m - R - S,m,S,"G - m - D - N - S, N - D - P - m - G - m - R - S",Audav - Sampoorna,H,A,H,H,A,H,H,H,H,H,H,H,H,H,3.25,6,2,1,1.5,H,H,H,H,H,H,H
276,"Nat, Shuddha",Bilawal,6 (9pm - 12am),S - R - G - m - P - D - N - S',S' - N - P - m - R - S,m,S,,Sampoorna - Shadav,H,H,H,H,H,H,H,H,H,A,H,H,A,H,3.25,6,2,1,1.5,H,H,H,H,H,H,H
392,"Desaa, Jaldhar",Bilawal,6 (9pm - 12am),S - m - GP - R - m - P - N - S',S' - D - P - m - R - S,m,S,RmPNS' - S'DPm - mgP - MPDPm - RS,Mishra/Sankeerna,H,H,H,H,H,A,H,H,H,A,H,H,H,A,3,6,2,1,1.5,H,H,H,H,H,H,H
441,Nat,Bilawal,6 (9pm - 12am),S - R - G - m - P - D - N - S',S' - N - D - P - m - G - R - S,m,S,S - G - m - P - G - m - R - G - m - P - m - G - m - R - S,Sampoorna - Sampoorna,H,H,H,H,H,H,H,H,H,H,H,H,H,H,3.2857,6,2,1,1.5,H,H,H,H,H,H,H
453,Sureshwari,Bilawal,6 (9pm - 12am),S - G - m - P - D - m - G - m - D - N - S',S' - N - D - m - P - D - m - G - m - G - R - S,m,S,S - G - m - P - D - m - G - R - S,Vakra,H,A,H,H,H,H,H,H,H,H,H,H,H,H,3.1538,6,2,1,1.5,H,H,H,H,H,H,H
460,"Varali, Pratap",Bilawal,6 (9pm - 12am),S - R - m - P - D - S',S' - D - P - m - G - R - S,m,S,"S - 'D - S - R - m, P - D - P - m - G - R - S",Audav - Shadav,H,H,A,H,H,H,A,H,H,H,H,H,H,A,2.8182,6,2,1,1.5,H,H,H,H,H,H,A
559,Malati / Shuddha Nishad Rageshree,Bilawal,6 (9pm - 12am),S - G - m - D - N - S',S' - N - D - m - G - m - R - S,m,S,Gm RS 'N'D - 'NSGm,Audav - Shadav,H,A,H,H,A,H,H,H,H,H,H,A,H,H,3.3636,6,2,1,1.5,H,H,H,H,A,H,H
1,Abhogi / Abhogi Kanada,Kafi,6 (9pm - 12am),S - R - g - m - D - S',S' - D - m - g - R - S,m,S,D - S - R - (m)g - m - Rgm - R - S,Audav - Audav,H,H,K,H,A,H,A,H,H,K,H,A,H,A,3.2,6,2,1,1.5,H,H,K,H,A,H,A
13,"Bahar, Bageshree",Kafi,6 (9pm - 12am),S - g - m - D - n - D - S',"S' - N - S' - n - D - m, P - (P)g - m - R - S",m,S,"D - n - D - m, P - m - g - m, R - S",Audav - Sampoorna,H,A,K,H,A,H,K,H,H,K,H,H,H,B,3.4615,6,2,1,1.5,H,H,K,H,H,H,B
99,"Kanada, Bageshree",Kafi,6 (9pm - 12am),"S - R - (m)g - m - P, (m)g - m - D - n - S'",S' - n - D - P - m - P - (m)g - m - R - S,m,S,P - m - P - D - (m)g - m - R - S - R - (m)g,Sampoorna - Sampoorna,H,H,K,H,H,H,K,H,H,K,H,H,H,K,3.2857,6,2,1,1.5,H,H,K,H,H,H,K
105,"Kanada, Nayaki",Kafi,6 (9pm - 12am),S - R - m - P - n - S',S' - n - P - m - P - g - m - R - S,m,S,,Audav - Shadav,H,H,A,H,H,A,K,H,H,K,H,H,A,K,3.0909,6,2,1,1.5,H,H,K,H,H,A,K
236,"Bageshree, Audav (Bageshree Kauns or Purana Chandrakauns)",Kafi,6 (9pm - 12am),S - g - m - D - n - S',S' - n - D - m - g - S,m,S,g - m - g - S - 'n - 'D - 'n - g - S,Audav - Audav,H,A,K,H,A,H,K,H,A,K,H,A,H,K,3.2,6,2,1,1.5,H,A,K,H,A,H,K
319,Chandranandan,Kafi,6 (9pm - 12am),S - g - m - d - N - S',R' - n - d - P - m - G - S - g - S,m,S,,Audav - Shadav,H,A,K,H,A,K,H,H,H,B,H,H,K,K,3.1538,6,2,1,1.5,H,H,B,H,H,K,B
324,Jaikauns,Kafi,6 (9pm - 12am),"N - S, g - m - M - m, D - N - S'","S' - N - D, m - M - m, g - S",m,S,,Audav - Audav,H,A,K,B,A,H,H,H,A,K,B,A,H,H,4,6,2,1,1.5,H,A,K,B,A,H,H
338,"Ranjani, Raag",Kafi,6 (9pm - 12am),S - G - m - D - n - D - S',"R' - S - n - D - P, m - G, m - g - R - 'N - S",m,S,,Audav - Sampoorna,H,A,H,H,A,H,K,H,H,B,H,H,H,B,3.3571,6,2,1,1.5,H,H,B,H,H,H,B
561,Sampoorna Bageshree / Pancham Bagesshree,Kafi,6 (9pm - 12am),S - g - m - D - P - D - n - S',S' - n - D - P - m - g - R - S,m,S,mDPDnS' - nDmPnD mgRgPm,Audav - Sampoorna,H,A,K,H,H,H,K,H,H,K,H,H,H,K,3.1538,6,2,1,1.5,H,H,K,H,H,H,K
598,"Bahar, Shuddha",Kafi,6 (9pm - 12am),S - m - P - g - m - D - n - S',S' - n - P - m - P - g - m - R - S,m,S,Sm - gm DnS' nP m -,Vakra,H,A,K,H,H,H,K,H,H,K,H,H,A,K,3.0833,6,2,1,1.5,H,H,K,H,H,H,K
110,Kedar,Kalyan,6 (9pm - 12am),"S m, m(G)P, MPDN S'","S' ND P, MPD(n)DP - MP DP m, SRS",m,S,MPDP m - SRS,Audav - Shadav,H,A,H,B,H,H,H,H,H,A,B,H,H,B,3.8,6,2,1,1.5,H,H,H,B,H,H,B
112,"Kedar, Chandni",Kalyan,6 (9pm - 12am),"S m (G), M - MP D N S'","S' N D P, DP M, P mR S",m,S,DN DP - DPM (P)m R S,Audav - Shadav,H,A,H,B,H,H,H,H,H,A,B,H,H,H,3.7143,6,2,1,1.5,H,H,H,B,H,H,H
395,"Kedar, Shiv",Kalyan,6 (9pm - 12am),S - R - S - m - G - P - M - P - D - N - S',S' - N - D - P - M - P - m - G - R - S,m,S,MPDP m - G - SR S,Vakra,H,H,H,B,H,H,H,H,H,H,B,H,H,H,3.75,6,2,1,1.5,H,H,H,B,H,H,H
417,KedarNanda or Anandi Kedar or Nand Kedar,Kalyan,6 (9pm - 12am),S - R - S - m - mG - P - S',S' - N - D - P - MPm - GmDP - R - S,m,S,MPm - GmDP - R - S,Mishra/Sankeerna,H,H,H,H,H,A,A,H,H,H,B,H,H,H,3.3077,6,2,1,1.5,H,H,H,B,H,H,H
17,"Bahar, Kedar",Khamaaj,6 (9pm - 12am),S - RS - m - (G)P - M - P - (N)S',S' - R'S' - nD - nP - mP - gm - RS,m,S,MPDP m - Pgm - RS,Audav - Sampoorna,H,H,H,B,H,A,H,H,H,K,H,H,H,K,3.5,6,2,1,1.5,H,H,B,B,H,H,B
136,"Malhar, Nat",Khamaaj,6 (9pm - 12am),"S - (G)R - G - m, m - R - P, n - D - N - S'","S' - D - n - P - m, G - R - R - G - G - m - R - S",m,S,"S - (G)R - G - m, m - R - P, D - n - P, m - P",Sampoorna - Sampoorna,H,H,H,H,H,H,B,H,H,H,H,H,H,K,3.3333,6,2,1,1.5,H,H,H,H,H,H,B
157,Rageshree,Khamaaj,6 (9pm - 12am),n - S - G - m - D - n - S',S' - n - D - m - Gm - R - S,m,S,D'nSG m - GmR S,Audav - Shadav,H,A,H,H,A,H,K,H,H,H,H,A,H,K,3.1818,6,2,1,1.5,H,H,H,H,A,H,K
225,"Bahar, Rageshree",Khamaaj,6 (9pm - 12am),"S - G - m - D - G - m, m - n - D - N - S'","S' - D - n - P, m - P - (m)g - m, (D)G - m - R - S",m,S,"S - G - m - D - G - m, n - D - N - S' - n - P, m - P - (m)g - m",Shadav - Sampoorna,H,A,H,H,A,H,B,H,H,B,H,H,H,K,3.3571,6,2,1,1.5,H,H,B,H,H,H,B
261,Rupeshwari / Khamaj Thaat Ki Durga,Khamaaj,6 (9pm - 12am),S - G - m - D - N - S',S' - n - D - m - G - S,m,S,G - m - D - N - S' - n - D - m,Audav - Audav,H,A,H,H,A,H,H,H,A,H,H,A,H,K,3.1,6,2,1,1.5,H,A,H,H,A,H,B
278,"Saravali, Naag",Khamaaj,6 (9pm - 12am),"S - G, m - P, D - S'","S' - D - P - m, P - G, m - G - S",m,S,,Audav - Audav,H,A,H,H,H,H,A,H,A,H,H,H,H,A,2.4,6,2,1,1.5,H,A,H,H,H,H,A
310,Kaamaai,Khamaaj,6 (9pm - 12am),"S - G, m - P, n - S'","S' - n, D - P, m - G - R - S",m,S,,Audav - Sampoorna,H,A,H,H,H,A,K,H,H,H,H,H,H,K,2.9167,6,2,1,1.5,H,H,H,H,H,H,K
311,"Varali, Kantal",Khamaaj,6 (9pm - 12am),"S - m - P, D - n - D, S'","S' - N, D - P, m - S",m,S,,Audav - Audav,H,A,A,H,H,H,K,H,A,A,H,H,H,H,2.9,6,2,1,1.5,H,A,A,H,H,H,B
343,Lankeshree,Khamaaj,6 (9pm - 12am),"S - R - G - m, D - P, D - n - S'",R' - N - S' - n - D - P - m - G - R - S,m,S,,Sampoorna - Sampoorna,H,H,H,H,H,H,K,H,H,H,H,H,H,B,3.3333,6,2,1,1.5,H,H,H,H,H,H,B
358,"Kanta, Udan",Khamaaj,6 (9pm - 12am),S - R - m - P - m - D - n - S',S' - n - D - P - m - D - m - G - R - S,m,S,,Shadav - Sampoorna,H,H,A,H,H,H,K,H,H,H,H,H,H,K,3.1538,6,2,1,1.5,H,H,H,H,H,H,K
371,Kaamkesh,Khamaaj,6 (9pm - 12am),S - m - G - m - P - D - N - S',S' - n - D - P - m - G - m - S,m,S,,Shadav - Shadav,H,A,H,H,H,H,H,H,A,H,H,H,H,K,2.9167,6,2,1,1.5,H,A,H,H,H,H,B
391,"Desaa, Sawan",Khamaaj,6 (9pm - 12am),N - S - R -m - P - N - S',S' - n - D - P - m - G - R - S,m,S,R m P N S'  P n D P m G R,Audav - Sampoorna,H,H,A,H,H,A,H,H,H,H,H,H,H,K,3.1667,6,2,1,1.5,H,H,H,H,H,H,B
497,Saajan,Khamaaj,6 (9pm - 12am),S - G - m - D - N - S',S' - D - n - P - m - G - m - R - S,m,S,GmDNS' - DnP - GmRS,Audav - Sampoorna,H,A,H,H,A,H,H,H,H,H,H,H,H,K,3.1667,6,2,1,1.5,H,H,H,H,H,H,B
560,Rageshree (Do Nishad Ki),Khamaaj,6 (9pm - 12am),S - G - m - D - N - S',S' - N - D - n - D - m - G - m - R - S,m,S,DNS' R'n - Dm Gm RS,Audav - Shadav,H,A,H,H,A,H,H,H,H,H,H,A,H,B,3.5,6,2,1,1.5,H,H,H,H,A,H,B
563,Durga (Khamaj Thaat Ki),Khamaaj,6 (9pm - 12am),S - G - m - D - n - S',S' - n - D - m - G - S,m,S,DnD mG 'nS,Audav - Audav,H,A,H,H,A,H,K,H,A,H,H,A,H,K,3,6,2,1,1.5,H,A,H,H,A,H,K
596,Uma Tilak,Khamaaj,6 (9pm - 12am),S - R - m - P - D - S',S' - N - D - P - D - n - P - m - G - R - S,m,S,mPDS'NDP - DnP - mGRSR - S'N'D S,Audav - Sampoorna,H,H,A,H,H,H,A,H,H,H,H,H,H,B,3.2308,6,2,1,1.5,H,H,H,H,H,H,B
599,"Bahar, Khamaj",Khamaaj,6 (9pm - 12am),S - m - P - m - G - m - n - D - N - S',S' - n - D - P - m - G - R - S,m,S,Gmn - DNS' - nPm - GmnDP - mG RS,Mishra/Sankeerna,H,A,H,H,H,H,B,H,H,H,H,H,H,K,3.2143,6,2,1,1.5,H,H,H,H,H,H,B
360,Chandraprabha,,6 (9pm - 12am),S - R - m - d - N - S',S' - N - d - m - R - S,m,S,R m d m R - 'N 'd S - m,Audav - Audav,H,H,A,H,A,K,H,H,H,A,H,A,K,H,3.4,6,2,1,1.5,H,H,A,H,A,K,H
251,Shreevanti,Todi,1 (6am - 9am),N - S - g - M - P - N - S',S' - N - P - M - g - r - S,,,,Audav - Shadav,H,A,K,T,H,A,H,H,K,K,T,H,A,H,4.1818,1,0,0,0,H,K,K,T,H,A,H
42,"Bihag, Pat",Bilawal,6 (9pm - 12am),S - G - m - P - N - S',"S' - N - D - P, G - m - (R)G - R - S",P,S,"N - D - P - P - G - m, G - m - (R)G",Audav - Sampoorna,H,A,H,H,H,A,H,H,H,H,H,H,H,H,3.0833,6,2,1,1.5,H,H,H,H,H,H,H
219,"Bihag, Sawani",Bilawal,6 (9pm - 12am),S - G - m - P - N - S',S - N - D - P - m - G - R - S,P,S,"G - m - P - S P - P, P - D - m, m - P - G, m - P - m - PG - R  - S",Audav - Sampoorna,H,A,H,H,H,A,H,H,H,H,H,H,H,H,3.0833,6,2,1,1.5,H,H,H,H,H,H,H
396,Sawani,Bilawal,6 (9pm - 12am),S - G - m - P - N - S',S' - P - PDPP - Gm - DP - mPG - GmP - mP - G - RS,P,S,SRSS - G - GmP - mP - G - RS,Shadav - Sampoorna,H,A,H,H,H,A,H,H,H,H,H,H,H,A,2.8182,6,2,1,1.5,H,H,H,H,H,H,H
529,"Nat, Bhup / Bhoop Nat",Bilawal,6 (9pm - 12am),S - R - G - P - D - S',S' - D - PDMP - G - SR - RG Gm - R - S,P,S,S' - D - P - G - R - Gm - R - S,Audav - Shadav,H,H,H,A,H,H,A,H,H,H,B,H,H,A,3.25,6,2,1,1.5,H,H,H,B,H,H,A
572,Nat Narayan,Bilawal,6 (9pm - 12am),S - R - G - m - P - PDPP - (N)S',S' - D - n - P - mG - mR - S,P,S,SR RG Gm P - DnP - mG mR S,Audav - Sampoorna,H,H,H,H,H,H,H,H,H,H,H,H,H,K,3.2143,6,2,1,1.5,H,H,H,H,H,H,B
595,Dagori / Daguri / Deepaki / Anaamikaa,Bilawal,6 (9pm - 12am),S - R - m - P - N - S',S' - NS' - D - P - m - G - R - S,P,S,mPD mPN- S'- DPm- mGRSR- S,Audav - Sampoorna,H,H,A,H,H,A,H,H,H,H,H,H,H,H,3.25,6,2,1,1.5,H,H,H,H,H,H,H
101,"Kanada, Gunji",Kafi,6 (9pm - 12am),SR 'nSR g~gm RS - R 'nS R G (R)Gm - mP (m)gm DnS' - nP mP d - dnS',S' - Dn P - mPdnP - (m)g~ gm R - S,P,S,S - R'nSRG (R)Gm - mP gm DnS' - dnP mP gm RS,Sampoorna - Sampoorna,H,H,B,H,H,B,K,H,H,K,H,H,B,K,3.2353,6,2,1,1.5,H,H,B,H,H,B,K
106,"Kanada, Shahana",Kafi,6 (9pm - 12am),"R - n - S - (m)g - m - P, n - D - n - P, m - P - n - P - S'",S' - n - D - n - P - m - P - (m)g - m - R - S,P,S,n - D - n - P - m - P - (m)g - m - R - S,Sampoorna - Sampoorna,H,H,K,H,H,H,K,H,H,K,H,H,H,K,3.2857,6,2,1,1.5,H,H,K,H,H,H,K
131,"Malhar, Jayant",Kafi,6 (9pm - 12am),S - (m)R - P - n - D - N - S',"S' - (S')D - n - m - P, (D)P - m - G - R, g - R - S - 'N - S - (S)'D - 'n - R - S",P,S,P - g - m - R - S - 'N - 'D - 'n - R,Shadav - Sampoorna,H,H,A,H,H,H,B,H,H,B,H,H,H,B,3.5625,6,2,1,1.5,H,H,B,H,H,H,B
275,Deshakhya,Kafi,6 (9pm - 12am),"N - S - m - R, P - m, n - P, S'","S', n - P, m - P, g - m, R - S",P,S,,Shadav - Shadav,H,H,A,H,H,A,B,H,H,K,H,H,A,K,3.3333,6,2,1,1.5,H,H,K,H,H,A,B
235,Khem,Kalyan,6 (9pm - 12am),S - G - (R)G - m - P - N - S',S' - NS' - D - P - (M)P - G - m - R - S - 'N - 'D - 'N - S,P,S,S G (R)Gm PGm RS - PDPP S'-DP PDMP GmP Gm RS 'N-('D)'N- S,Audav - Sampoorna,H,H,H,H,H,A,H,H,H,H,B,H,H,H,3.5,6,2,1,1.5,H,H,H,B,H,H,H
41,"Bihag, Nat",Khamaaj,6 (9pm - 12am),"S - R - G - m - P, (M)P - N - N - S'","S' - N - D - P, G - m - n - D - P - m - G, (P)m - G - R - S",P,S,"G - m - n - D - P, P - m - G, R - G - m - P - m - G - R - S",Audav - Sampoorna,H,H,H,B,H,A,H,H,H,H,H,H,H,B,3.6,6,2,1,1.5,H,H,H,B,H,H,B
201,Narayani,Khamaaj,6 (9pm - 12am),S - R - m - P - D - n - D - S',S' - n - D - P - m - R - S,P,S,R - m - P - n - D - P,Shadav - Shadav,H,H,A,H,H,H,K,H,H,A,H,H,H,K,3.1667,6,2,1,1.5,H,H,A,H,H,H,K
303,"Shree, Hauns",Khamaaj,6 (9pm - 12am),S - G - m - P - N - S',"S' - n, m - P, P - G - m - G, S",P,S,,Audav - Audav,H,A,H,H,H,A,H,H,A,H,H,H,A,K,2.7,6,2,1,1.5,H,A,H,H,H,A,B
571,"Bihag, Tilak / Tilak-Bihag",Khamaaj,6 (9pm - 12am),"N - S - R - m - P -, G - m - P - N - S'",S' - N - DP - GmG - RmPD m - G RS,P,S,RmPD mP S'/P - PD/GmG - NDP GmPG - RS,Mishra/Sankeerna,H,H,H,H,H,A,H,H,H,H,H,H,H,H,3.2308,6,2,1,1.5,H,H,H,H,H,H,H
252,Hemvanti,Todi,1 (6am - 9am),S - r - M - P - d - N - S',S' - N - d - P - M - g - r - S',,,,Shadav - Sampoorna,H,K,A,T,H,K,H,H,K,K,T,H,K,H,4.1538,1,0,0,0,H,K,K,T,H,K,H
102,"Kanada, Hussaini",,6 (9pm - 12am),S - 'n - R - g - m - P - D - n - P - S',S' - D - n - P - m - P - g - m - R - S,P,S,"S - 'n - R - S, g - m - R - S, P - m - P, D - n - P, S' - n - S' - R' - S' - D - n - P , m - n - P,",Sampoorna - Sampoorna,H,H,K,H,H,H,K,H,H,K,H,H,H,K,3.2857,6,2,1,1.5,H,H,K,H,H,H,K
124,Madhukauns,,6 (9pm - 12am),S - g - M - P - n - S',S' - n - P - M - g - S,P,S,g - M - P - n - S - n - P - M - g - S,Audav - Audav,H,A,K,T,H,A,K,H,A,K,T,H,A,K,3.8,6,2,1,1.5,H,A,K,T,H,A,K
183,Vachaspati or Champakali,,6 (9pm - 12am),n - S - G - M - P - n - S',S' - n - D - P - M - G - R - S,P,S,nDP - GMP - (G)R (S)'n 'P'nS,Shadav - Sampoorna,H,A,H,T,H,A,K,H,H,H,T,H,H,K,3.75,6,2,1,1.5,H,H,H,T,H,H,K
397,"Bihag, Maalav",Bilawal,6 (9pm - 12am),S - G - m - P - N - S',S'  - NS'  P - DP - G m P G - RS,P,S',G m P  S'  P GmP G - RS,Audav - Sampoorna,H,A,H,H,H,A,H,H,H,H,H,H,H,H,3.0833,6,2,1,1.5,H,H,H,H,H,H,H
597,Harapriyaa,Kafi,6 (9pm - 12am),S - R - g - m - P - D - S',S' - n - D - P - m - g - R - S,P,S',SRmP Rmg - DS'nDP Rmg - RS,Shadav - Sampoorna,H,H,K,H,H,H,A,H,H,K,H,H,H,K,3.1538,6,2,1,1.5,H,H,K,H,H,H,K
353,Homshikha,Khamaaj,7 (12am - 3am),"S - G, P - D, N - S'","S' - n, D - P, G - g - S",g,D,,Audav - Audav,H,A,H,A,H,H,H,H,A,B,A,H,H,K,3.1818,7,4,4,4,H,A,B,A,H,H,B
470,"Abhogi, Shiv",,7 (12am - 3am),S - R - g - M - D - S',S' - D - M - g - R - S,R,D,"D - S - R - g, R - g - M - D - M - g - R - 'D - S",Audav - Audav,H,H,K,T,A,H,A,H,H,K,T,A,H,A,4.2,7,5,4,4.5,H,H,K,T,A,H,A
332,"Ranjani, Pushp",Poorvi,7 (12am - 3am),"S - r, G - m, M - P - N - S'",S' - N - P - m - M - m - r - S,G,N,,Shadav - Audav,H,K,H,B,H,A,H,H,K,A,B,H,A,H,3.9231,7,3,6,4.5,H,K,H,B,H,A,H
550,"Malhar, Kanada",Asavari,7 (12am - 3am),S - R - g - m - R - P - m - P - n - D - N - S',S' - d - n - P - m - P - g - m - R - S,R,P,d'nR - SR(m)g - gmR - RP - mP nDNS',Mishra/Sankeerna,H,H,K,H,H,H,B,H,H,K,H,H,K,K,3.4,7,5,2,3.5,H,H,K,H,H,B,B
486,"Kanada, Mudriki",Kafi,7 (12am - 3am),"S - m - R - m - P, D - nP, m - P - n -  S","R'nS' - nP, m - P, g - m - R - S",R,P,"m - R - m - P, D - nP, P - n - S - R' - S' - nP, m - P - g - m - R - S",Mishra/Sankeerna,H,H,A,H,H,H,K,H,H,K,H,H,A,K,3.1667,7,5,2,3.5,H,H,K,H,H,H,K
549,"Kanada, Jayant",Kafi,7 (12am - 3am),N - S - R - G - m - P - m - D - n - S',S' - n - D - P - m - G - R - g - m - R - S - 'D - 'n - R - S,R,P,NS 'D'nR - RGmP - mGR - (m)g gmR S,Mishra/Sankeerna,H,H,H,H,H,H,B,H,H,B,H,H,H,K,3.375,7,5,2,3.5,H,H,B,H,H,H,B
328,Nupur,Khamaaj,7 (12am - 3am),"S - R - P, n - N - S'","S' - n - P, G - m, R - S",R,P,,Audav - Shadav,H,H,A,A,H,A,B,H,H,H,H,H,A,K,3.3636,7,5,2,3.5,H,H,H,H,H,A,B
272,Jungala,Asavari,7 (12am - 3am),S - R - g - m - P - D - N - S',"S', n - d, P - D, P - m - g - R - S",S,P,,Sampoorna - Sampoorna,H,H,K,H,H,H,H,H,H,K,H,H,B,K,3.3333,7,1,2,1.5,H,H,K,H,H,B,B
554,"Kanada, Kaunsi (Nayaki Ang)",Asavari,7 (12am - 3am),S - R - g - m - P - g - m - d - n - S',S' - n - P - m - P - g - m - R - S - 'n - g - S,S,P,g - m - d - n - P - m - P - g - m - R - S,Mishra/Sankeerna,H,H,K,H,H,K,K,H,H,K,H,H,A,K,3.1538,7,1,2,1.5,H,H,K,H,H,K,K
336,Manjiri,Poorvi,7 (12am - 3am),S - G - m - P - d - N - S',S' - N - d - P - M - G - r - S,S,P,,Shadav - Sampoorna,H,A,H,H,H,K,H,H,K,H,T,H,K,H,3.4615,7,1,2,1.5,H,K,H,B,H,K,H
181,"Todi, Miyan Ki",Todi,2 (9am - 12pm),S - r - g - M - d - N - S',S' - N - d - P - M - g - r - S,d,g,gMd - MdNd NdP - MdMg - rgrg rS,Shadav - Sampoorna,H,K,K,T,A,K,H,H,K,K,T,H,K,H,4.3077,2,3,4,3.5,H,K,K,T,H,K,H
404,"Basanti, Jaldhar",Poorvi,7 (12am - 3am),not specific,not specific,S,P,not specific,Mishra/Sankeerna,A,A,A,A,A,A,K,A,A,A,A,A,A,K,5,7,1,2,1.5,A,A,A,A,A,A,K
499,"Kauns, Maru / Amirkhani Kauns / Ameeri Kauns",,7 (12am - 3am),S - G - M - P - n - S',S' - n - P - M - G - S,S,P,GMPnP MGM GS 'n'P S,Audav - Audav,H,A,H,T,H,A,K,H,A,H,T,H,A,K,3.6,7,1,2,1.5,H,A,H,T,H,A,K
2,Adana,Asavari,7 (12am - 3am),S - R - g~ - m - P - d~ - n - S',"S' - d~ - n - P, m - P - g~ - m - R - S",S',P,"m - P - d~ - n - S', n - P - m - P - g~ - m - R - S",Sampoorna - Audav,H,H,K,H,H,K,K,H,H,K,H,H,K,K,3.1429,7,1,2,1.5,H,H,K,H,H,K,K
150,Paraj,Poorvi,7 (12am - 3am),"N - S - G, M - P - d - N - S'","S' - N - d - P, M - P - d - P, m - G - r - S",S',P,"S' - N - d - P, M - P - d - P, G - m - G, - M - G - r - S",Shadav - Sampoorna,H,A,H,T,H,K,H,H,K,H,B,H,K,H,3.7143,7,1,2,1.5,H,K,H,B,H,K,H
228,Basant Pancham,Poorvi,7 (12am - 3am),S - G - M - d - N - S',"S' - N - d - P, M - m - G, M - G - r - S",S',P,"S' - N - D - P, M - m - g",Audav - Sampoorna,H,A,H,T,A,K,H,H,K,H,B,H,K,H,3.8462,7,1,2,1.5,H,K,H,B,H,K,H
14,"Basant Bahar / Bahar, Basant",,7 (12am - 3am),S - m - mP - gm - n - DNS'R'S',S' - NdP - MGM-G - M - G - r - S,S',P,"Sm - P(m)g - m, n-DN S' - R'S', MdS'Nd P - MGM-G - MG rS",Mishra/Sankeerna,H,H,K,H,H,H,B,H,K,H,T,H,K,H,3.8,7,1,2,1.5,H,B,B,B,H,B,B
325,Daulati,Kafi,7 (12am - 3am),S - R - P - m - n - P - N - S',S' - N - P - g - m - R - S,P,R,,Audav - Sampoorna,H,H,A,H,H,A,B,H,H,K,H,H,A,H,3.4167,7,2,5,3.5,H,H,K,H,H,A,B
53,Chandrakauns,Bhairavi,7 (12am - 3am),S - g - m - d - N - S',S' - R'S' - N - d - m - g - S,m,S,g - m - g - 'N - g - S,Audav - Audav,H,A,K,H,A,K,H,H,H,K,H,A,K,H,3.3636,7,2,1,1.5,H,H,K,H,A,K,H
